timestamp,system_active,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,curr_alpha,curr_beta,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,output_alpha,output_beta,servo1_pos,servo2_pos,inference_time_us
955896,1,0.076,0.047,-1.021,21.954,1.015,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4338
955916,1,0.076,0.042,-1.015,21.962,0.786,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4304
955936,1,0.079,0.040,-1.005,22.107,0.908,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4305
955956,1,0.078,0.041,-1.008,21.817,0.817,-0.176,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4329
955976,1,0.075,0.036,-1.015,21.931,0.786,-0.336,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4303
955996,1,0.075,0.045,-1.011,21.985,0.855,-0.267,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4305
956016,1,0.076,0.038,-1.024,22.046,1.015,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4321
956036,1,0.073,0.042,-1.019,22.008,1.260,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4308
956056,1,0.070,0.032,-1.009,21.969,0.977,-0.214,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.041,1.000,-1.000,120.000,109.000,4305
956076,1,0.073,0.041,-1.015,21.908,0.947,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.042,1.000,-1.000,120.000,109.000,4308
956096,1,0.073,0.044,-1.012,21.962,1.038,-0.313,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.042,1.000,-1.000,120.000,109.000,4308
956116,1,0.072,0.038,-1.016,21.985,0.977,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.042,1.000,-1.000,120.000,109.000,4310
956136,1,0.075,0.039,-1.015,22.008,1.191,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.042,1.000,-1.000,120.000,109.000,4309
956157,1,0.074,0.043,-1.014,22.008,0.931,-0.344,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.119,-0.042,1.000,-1.000,120.000,109.000,4305
956177,1,0.078,0.040,-1.014,22.015,1.160,-0.466,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4303
956197,1,0.076,0.043,-1.003,22.206,1.000,-0.282,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4306
956217,1,0.080,0.038,-1.017,22.015,0.931,-0.244,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4315
956237,1,0.074,0.037,-1.016,22.061,1.107,-0.313,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4309
956257,1,0.072,0.035,-1.019,21.855,0.901,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4305
956277,1,0.075,0.039,-1.012,21.870,0.969,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4310
956297,1,0.076,0.044,-1.017,21.878,0.931,-0.153,1.000,-1.000,0.001,-0.003,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4304
956317,1,0.074,0.041,-1.012,21.733,0.947,-0.313,1.000,-1.000,0.001,-0.002,-0.001,0.080,-0.120,-0.042,1.000,-1.000,120.000,109.000,4305
956337,1,0.078,0.042,-1.008,21.992,0.740,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4305
956357,1,0.074,0.045,-1.006,22.015,0.916,-0.473,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4306
956377,1,0.073,0.046,-1.009,22.053,0.878,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4304
956397,1,0.076,0.045,-1.009,21.954,0.969,-0.405,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4334
956417,1,0.075,0.043,-1.007,22.008,1.099,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4310
956437,1,0.076,0.040,-1.006,22.053,1.069,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4309
956457,1,0.074,0.043,-1.014,21.916,1.015,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4307
956478,1,0.069,0.039,-1.015,22.023,0.977,-0.374,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4305
956498,1,0.072,0.041,-1.014,21.916,0.947,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4354
956518,1,0.074,0.038,-1.013,21.931,1.000,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4312
956538,1,0.076,0.039,-1.010,21.977,0.947,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4304
956558,1,0.068,0.042,-1.013,22.115,0.962,-0.214,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.120,-0.042,1.000,-1.000,120.000,109.000,4304
956578,1,0.075,0.042,-1.017,21.969,0.763,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4308
956598,1,0.075,0.037,-1.010,21.977,0.870,-0.305,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4426
956618,1,0.076,0.043,-1.008,22.092,0.939,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4304
956638,1,0.073,0.042,-1.013,22.023,0.832,-0.344,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4305
956658,1,0.075,0.046,-1.020,22.176,0.916,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4307
956678,1,0.079,0.037,-1.008,21.977,1.000,-0.481,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4305
956698,1,0.074,0.038,-1.012,21.901,0.870,-0.450,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4480
956718,1,0.066,0.037,-1.013,22.008,0.878,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4308
956738,1,0.082,0.039,-1.021,21.863,1.130,-0.458,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4308
956758,1,0.073,0.041,-1.006,21.931,0.954,-0.496,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4308
956778,1,0.074,0.038,-1.011,22.053,0.878,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4308
956799,1,0.072,0.038,-1.010,22.008,0.901,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4423
956819,1,0.079,0.045,-1.014,21.885,0.817,-0.275,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4521
956839,1,0.073,0.039,-1.011,21.840,0.977,-0.305,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4304
956859,1,0.074,0.040,-1.010,21.885,1.191,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4304
956879,1,0.079,0.042,-1.014,21.992,0.824,-0.481,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4307
956899,1,0.076,0.040,-1.015,22.023,1.069,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4338
956919,1,0.075,0.041,-1.007,21.832,0.855,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4305
956939,1,0.075,0.043,-1.009,21.977,0.985,-0.198,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4304
956959,1,0.066,0.037,-1.024,21.977,0.725,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.121,-0.042,1.000,-1.000,120.000,109.000,4307
956979,1,0.071,0.039,-1.010,22.008,0.893,-0.237,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.042,1.000,-1.000,120.000,109.000,4303
956999,1,0.070,0.042,-1.012,22.191,0.924,-0.435,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.042,1.000,-1.000,120.000,109.000,4309
957020,1,0.075,0.043,-1.018,22.069,1.275,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.042,1.000,-1.000,120.000,109.000,4311
957040,1,0.070,0.042,-1.013,21.939,1.176,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.042,1.000,-1.000,120.000,109.000,4305
957060,1,0.074,0.037,-1.014,21.855,1.122,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.043,1.000,-1.000,120.000,109.000,4305
957080,1,0.079,0.040,-1.008,21.771,0.985,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.043,1.000,-1.000,120.000,109.000,4305
957100,1,0.084,0.039,-1.013,22.000,0.733,-0.344,1.000,-1.000,0.001,-0.002,-0.001,0.081,-0.122,-0.043,1.000,-1.000,120.000,109.000,4307
957120,1,0.072,0.037,-1.015,21.962,0.763,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4304
957140,1,0.068,0.042,-1.018,21.748,0.931,-0.214,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4304
957160,1,0.072,0.048,-1.018,21.908,1.038,-0.450,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4305
957180,1,0.073,0.037,-1.003,21.908,1.015,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4307
957200,1,0.075,0.042,-1.009,21.931,0.992,-0.237,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4304
957220,1,0.074,0.041,-1.002,22.137,0.901,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4305
957240,1,0.078,0.046,-1.011,22.008,0.649,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4319
957261,1,0.070,0.044,-1.016,22.130,0.740,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4584
957280,1,0.074,0.042,-1.016,22.092,0.977,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4309
957300,1,0.074,0.034,-1.009,22.076,0.962,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4307
957321,1,0.073,0.042,-1.014,22.000,1.153,-0.244,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4304
957341,1,0.074,0.037,-1.013,22.046,1.015,-0.374,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4307
957361,1,0.075,0.038,-1.000,21.962,0.916,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.122,-0.043,1.000,-1.000,120.000,109.000,4305
957381,1,0.076,0.036,-1.009,21.847,0.870,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4304
957401,1,0.073,0.035,-1.011,21.924,1.038,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4307
957421,1,0.068,0.039,-1.017,22.008,0.947,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4305
957441,1,0.071,0.041,-1.014,21.924,1.084,-0.260,1.000,-1.000,0.001,-0.003,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4304
957461,1,0.070,0.044,-1.014,21.863,0.931,-0.260,1.000,-1.000,0.001,-0.003,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4545
957481,1,0.074,0.042,-1.014,21.969,0.931,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4307
957501,1,0.077,0.034,-1.008,21.916,0.924,-0.458,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4308
957521,1,0.078,0.044,-1.007,21.870,0.939,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4308
957541,1,0.072,0.039,-1.003,21.901,0.794,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4307
957562,1,0.074,0.047,-1.007,21.969,0.954,-0.191,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4306
957582,1,0.072,0.039,-1.014,21.954,1.015,-0.176,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4305
957602,1,0.074,0.037,-1.019,21.992,1.084,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4304
957622,1,0.065,0.042,-1.017,22.061,1.008,-0.244,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4439
957642,1,0.073,0.043,-1.006,22.176,1.076,-0.336,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4307
957662,1,0.073,0.038,-1.007,22.015,1.000,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4303
957682,1,0.077,0.044,-1.013,22.000,1.046,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4306
957702,1,0.073,0.040,-1.008,22.031,1.023,-0.336,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4306
957722,1,0.070,0.039,-1.005,22.023,1.046,-0.313,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4462
957742,1,0.070,0.038,-1.015,21.947,1.023,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4372
957763,1,0.076,0.040,-1.004,21.901,1.031,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4583
957783,1,0.071,0.043,-1.013,21.962,0.977,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.123,-0.043,1.000,-1.000,120.000,109.000,4307
957803,1,0.070,0.039,-1.010,21.901,0.863,-0.466,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4306
957823,1,0.072,0.034,-1.011,21.733,0.992,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4424
957843,1,0.074,0.043,-1.012,22.053,0.832,-0.450,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4304
957863,1,0.074,0.036,-1.010,21.916,0.954,-0.221,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4306
957883,1,0.070,0.040,-1.023,21.947,0.824,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4523
957903,1,0.070,0.042,-1.021,22.031,0.870,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4304
957923,1,0.071,0.043,-1.013,21.992,0.992,-0.435,1.000,-1.000,0.001,-0.002,-0.001,0.082,-0.124,-0.043,1.000,-1.000,120.000,109.000,4305
957943,1,0.076,0.045,-1.014,22.053,1.000,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4307
957963,1,0.074,0.039,-1.000,22.038,0.962,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4305
957983,1,0.072,0.037,-1.016,22.000,0.939,-0.336,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4305
958004,1,0.073,0.038,-1.020,21.962,1.046,-0.229,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4864
958024,1,0.074,0.042,-1.017,22.015,1.000,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4742
958043,1,0.074,0.040,-1.010,22.015,1.214,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4307
958063,1,0.076,0.041,-1.009,21.885,0.626,-0.130,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.043,1.000,-1.000,120.000,109.000,4308
958084,1,0.075,0.039,-1.016,21.847,0.962,-0.176,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4305
958104,1,0.076,0.043,-1.009,21.870,0.870,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4317
958124,1,0.072,0.039,-1.010,22.008,1.076,-0.458,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4304
958144,1,0.072,0.038,-1.008,22.000,1.000,-0.321,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4304
958164,1,0.072,0.039,-1.007,21.878,0.977,-0.481,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4306
958184,1,0.073,0.037,-1.011,22.061,0.916,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.124,-0.044,1.000,-1.000,120.000,109.000,4304
958204,1,0.067,0.043,-1.016,21.947,0.870,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4306
958224,1,0.073,0.040,-1.013,21.962,0.863,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4305
958244,1,0.069,0.042,-1.010,22.053,0.824,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4316
958264,1,0.075,0.041,-1.009,21.916,0.802,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4307
958284,1,0.079,0.039,-1.002,21.969,1.061,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4308
958304,1,0.073,0.044,-1.013,22.038,0.947,-0.214,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4308
958324,1,0.074,0.042,-1.012,22.122,0.924,-0.481,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4314
958344,1,0.076,0.035,-1.012,21.977,0.756,-0.450,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4308
958365,1,0.069,0.037,-1.010,21.992,0.794,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4304
958385,1,0.076,0.037,-1.014,21.939,0.885,-0.405,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4304
958405,1,0.071,0.038,-1.007,21.901,0.878,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4308
958425,1,0.072,0.038,-1.005,21.939,1.099,-0.252,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4305
958445,1,0.074,0.040,-1.014,21.954,1.092,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4305
958465,1,0.073,0.040,-1.008,21.908,0.954,-0.282,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4304
958485,1,0.069,0.043,-1.007,22.099,1.115,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4307
958505,1,0.079,0.048,-1.014,22.023,1.046,-0.420,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4305
958525,1,0.066,0.042,-1.018,21.977,1.000,-0.282,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4305
958545,1,0.073,0.038,-1.016,22.061,1.046,-0.191,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4312
958565,1,0.077,0.038,-1.009,21.969,0.908,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4309
958585,1,0.071,0.038,-1.007,22.084,1.160,-0.374,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.125,-0.044,1.000,-1.000,120.000,109.000,4308
958605,1,0.075,0.034,-1.007,21.947,0.962,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4308
958625,1,0.074,0.037,-1.006,21.924,1.061,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4311
958646,1,0.072,0.035,-1.016,22.000,1.084,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4398
958667,1,0.071,0.037,-1.014,21.847,1.008,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,5152
958686,1,0.077,0.038,-1.009,21.992,0.985,-0.435,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4315
958706,1,0.067,0.036,-1.015,21.924,0.947,-0.275,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4310
958726,1,0.073,0.039,-1.010,21.969,0.977,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4309
958747,1,0.075,0.039,-1.010,21.885,0.863,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.083,-0.126,-0.044,1.000,-1.000,120.000,109.000,4424
958766,1,0.074,0.040,-1.009,22.115,1.076,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4308
958787,1,0.077,0.039,-1.020,21.939,0.870,-0.206,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4306
958807,1,0.075,0.039,-1.014,22.107,0.908,-0.244,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4305
958827,1,0.075,0.040,-1.018,21.924,0.916,-0.405,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4306
958847,1,0.073,0.033,-1.018,21.840,0.916,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4399
958867,1,0.073,0.039,-1.013,21.893,0.985,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4304
958887,1,0.075,0.044,-1.010,22.046,0.855,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4305
958907,1,0.069,0.041,-1.017,21.985,0.840,-0.443,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4304
958927,1,0.069,0.042,-1.014,22.023,1.160,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4306
958947,1,0.081,0.034,-1.014,22.031,0.939,-0.366,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4304
958967,1,0.073,0.039,-1.024,21.939,0.977,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.126,-0.044,1.000,-1.000,120.000,109.000,4303
958987,1,0.073,0.036,-1.014,22.008,1.000,-0.412,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.127,-0.044,1.000,-1.000,120.000,109.000,4309
959007,1,0.073,0.042,-1.018,22.000,0.870,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.127,-0.044,1.000,-1.000,120.000,109.000,4310
959027,1,0.078,0.042,-1.014,21.954,0.901,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.084,-0.127,-0.044,1.000,-1.000,120.000,109.000,4308
