timestamp,system_active,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,curr_alpha,curr_beta,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,output_alpha,output_beta,servo1_pos,servo2_pos,inference_time_us
927775,1,0.133,-0.076,-1.035,18.824,-1.244,2.061,1.000,-0.198,0.000,0.000,0.000,0.000,0.000,0.000,1.000,-0.198,97.000,95.000,4335
927790,1,0.173,-0.014,-1.024,17.046,-1.115,4.084,1.000,-0.086,0.001,-0.002,-0.001,0.000,-0.000,-0.000,1.000,-0.086,99.000,95.000,4547
927810,1,0.193,-0.018,-0.934,16.947,-1.458,10.412,1.000,0.932,0.002,-0.003,-0.001,0.000,-0.000,-0.000,1.000,0.932,101.000,95.000,4310
927841,1,0.158,-0.045,-0.987,17.290,-2.969,9.565,1.000,1.000,0.002,-0.003,-0.001,0.000,-0.000,-0.000,1.000,1.000,103.000,93.000,4310
927861,1,0.142,-0.059,-1.010,18.908,-0.885,-1.740,1.000,0.256,0.003,-0.004,-0.001,0.000,-0.000,-0.000,1.000,0.256,105.000,95.000,4505
927881,1,0.164,-0.024,-0.961,18.198,-3.992,-5.977,1.000,-0.426,0.004,-0.005,-0.001,0.000,-0.000,-0.000,1.000,-0.426,107.000,95.000,4534
927891,1,0.151,-0.011,-0.970,16.779,-4.595,-2.870,0.782,-0.687,0.005,-0.006,-0.001,0.000,-0.000,-0.000,0.782,-0.687,105.000,95.000,4361
927911,1,0.145,-0.008,-0.947,16.351,-5.229,-2.076,0.425,-0.775,0.006,-0.007,-0.000,0.000,-0.001,-0.000,0.425,-0.775,103.000,95.000,4311
927941,1,0.113,-0.028,-1.067,16.435,-4.267,-5.275,0.543,-1.000,0.007,-0.008,-0.000,0.001,-0.001,-0.000,0.543,-1.000,101.000,97.000,4305
927961,1,0.117,-0.015,-1.055,17.832,-0.267,-8.359,1.000,-1.000,0.008,-0.010,-0.000,0.001,-0.001,-0.000,1.000,-1.000,103.000,99.000,4328
927982,1,0.116,-0.005,-1.014,18.779,-1.489,-11.191,1.000,-1.000,0.009,-0.011,-0.001,0.001,-0.001,-0.000,1.000,-1.000,105.000,101.000,4363
928002,1,0.100,0.017,-1.060,19.939,1.634,-8.710,1.000,-1.000,0.010,-0.012,-0.001,0.001,-0.001,-0.000,1.000,-1.000,107.000,103.000,4577
928022,1,0.127,0.030,-1.048,20.588,-0.137,-4.481,1.000,-1.000,0.011,-0.014,-0.001,0.001,-0.002,-0.000,1.000,-1.000,109.000,105.000,4565
928042,1,0.140,0.002,-1.003,22.550,7.466,-3.939,1.000,-1.000,0.012,-0.015,-0.002,0.002,-0.002,-0.000,1.000,-1.000,111.000,107.000,4312
928062,1,0.119,0.003,-1.115,23.244,3.290,-3.832,1.000,-1.000,0.014,-0.017,-0.002,0.002,-0.002,-0.000,1.000,-1.000,113.000,109.000,4523
928082,1,0.117,-0.040,-1.168,23.962,8.718,-4.954,1.000,-1.000,0.015,-0.018,-0.003,0.002,-0.003,-0.000,1.000,-1.000,115.000,109.000,4351
928102,1,0.142,-0.002,-1.053,22.351,2.107,-2.748,1.000,-1.000,0.016,-0.019,-0.004,0.003,-0.003,-0.000,1.000,-1.000,117.000,109.000,4523
928112,1,0.103,-0.008,-1.112,21.489,3.191,0.366,1.000,-1.000,0.017,-0.021,-0.005,0.003,-0.004,-0.000,1.000,-1.000,119.000,109.000,4533
928132,1,0.145,0.001,-0.940,21.237,-0.687,2.481,1.000,-1.000,0.018,-0.022,-0.006,0.003,-0.004,-0.001,1.000,-1.000,120.000,109.000,4366
928152,1,0.142,-0.024,-0.989,21.168,0.664,1.672,1.000,-1.000,0.019,-0.024,-0.006,0.004,-0.004,-0.001,1.000,-1.000,120.000,109.000,4303
928172,1,0.149,-0.043,-0.963,20.351,-2.534,1.626,1.000,-0.828,0.020,-0.025,-0.007,0.004,-0.005,-0.001,1.000,-0.828,120.000,107.000,4304
928193,1,0.142,-0.051,-0.986,19.878,-2.092,-1.634,1.000,-1.000,0.022,-0.027,-0.008,0.004,-0.006,-0.001,1.000,-1.000,120.000,109.000,4308
928212,1,0.130,-0.044,-0.994,19.015,-1.748,-0.985,1.000,-1.000,0.023,-0.029,-0.008,0.005,-0.006,-0.001,1.000,-1.000,120.000,109.000,4310
928233,1,0.137,-0.044,-1.005,18.305,-1.000,-0.618,1.000,-1.000,0.024,-0.030,-0.008,0.005,-0.007,-0.001,1.000,-1.000,120.000,109.000,4442
928263,1,0.165,-0.020,-0.825,17.031,-8.870,-1.885,-0.451,-0.861,0.025,-0.032,-0.009,0.006,-0.007,-0.002,-0.451,-0.861,118.000,107.000,4304
928283,1,0.132,-0.023,-1.040,15.962,-7.313,-0.908,-1.000,-0.787,0.026,-0.034,-0.009,0.006,-0.008,-0.002,-1.000,-0.787,116.000,105.000,4524
928304,1,0.114,-0.007,-1.081,16.763,-1.618,-1.557,-0.023,-1.000,0.028,-0.035,-0.009,0.007,-0.009,-0.002,-0.023,-1.000,114.000,107.000,4424
928324,1,0.125,-0.002,-1.083,17.122,-0.061,-2.626,1.000,-1.000,0.029,-0.037,-0.009,0.008,-0.009,-0.002,1.000,-1.000,116.000,109.000,4537
928344,1,0.124,-0.021,-1.071,17.046,-0.160,-4.504,1.000,-1.000,0.030,-0.038,-0.010,0.008,-0.010,-0.002,1.000,-1.000,118.000,109.000,4408
928354,1,0.135,-0.007,-0.991,17.069,-2.321,-5.863,1.000,-1.000,0.031,-0.040,-0.010,0.009,-0.011,-0.002,1.000,-1.000,120.000,109.000,4535
928374,1,0.125,0.005,-0.992,16.702,-2.931,-5.183,1.000,-1.000,0.032,-0.041,-0.011,0.009,-0.012,-0.003,1.000,-1.000,120.000,109.000,4303
928394,1,0.128,0.010,-0.991,17.008,-3.344,-5.473,1.000,-1.000,0.033,-0.043,-0.011,0.010,-0.013,-0.003,1.000,-1.000,120.000,109.000,4335
928414,1,0.126,0.027,-0.993,17.053,-3.725,-4.947,1.000,-1.000,0.034,-0.044,-0.011,0.011,-0.014,-0.003,1.000,-1.000,120.000,109.000,4306
928434,1,0.107,0.028,-1.005,17.183,-3.275,-2.718,1.000,-1.000,0.035,-0.045,-0.011,0.012,-0.015,-0.003,1.000,-1.000,120.000,109.000,4391
928455,1,0.090,0.018,-1.030,16.863,-2.489,0.511,1.000,-0.938,0.036,-0.047,-0.012,0.012,-0.015,-0.004,1.000,-0.938,120.000,107.000,4308
928475,1,0.096,0.011,-1.025,16.802,-1.275,-0.115,1.000,-1.000,0.037,-0.048,-0.012,0.013,-0.016,-0.004,1.000,-1.000,120.000,109.000,4307
928495,1,0.104,0.024,-1.009,16.870,-0.985,0.405,1.000,-1.000,0.038,-0.049,-0.012,0.014,-0.017,-0.004,1.000,-1.000,120.000,109.000,4305
928515,1,0.105,0.019,-1.013,17.015,-0.931,0.237,1.000,-1.000,0.039,-0.050,-0.013,0.015,-0.018,-0.004,1.000,-1.000,120.000,109.000,4307
928535,1,0.107,0.021,-1.012,17.443,-0.954,-0.176,1.000,-1.000,0.039,-0.051,-0.013,0.015,-0.019,-0.005,1.000,-1.000,120.000,109.000,4305
928555,1,0.098,0.010,-1.010,17.244,-0.809,0.366,1.000,-1.000,0.040,-0.052,-0.013,0.016,-0.020,-0.005,1.000,-1.000,120.000,109.000,4304
928575,1,0.106,0.009,-0.998,17.183,-0.397,-2.840,1.000,-1.000,0.041,-0.052,-0.013,0.017,-0.022,-0.005,1.000,-1.000,120.000,109.000,4310
928595,1,0.109,0.033,-1.010,17.244,-0.252,-3.634,1.000,-1.000,0.041,-0.053,-0.014,0.018,-0.023,-0.005,1.000,-1.000,120.000,109.000,4307
928615,1,0.119,0.035,-1.006,17.802,-0.443,-4.084,1.000,-1.000,0.042,-0.054,-0.014,0.019,-0.024,-0.006,1.000,-1.000,120.000,109.000,4304
928635,1,0.109,0.041,-1.003,17.809,-0.641,-2.122,1.000,-1.000,0.042,-0.055,-0.014,0.019,-0.025,-0.006,1.000,-1.000,120.000,109.000,4304
928656,1,0.106,0.030,-1.008,17.450,-0.450,-0.565,1.000,-1.000,0.043,-0.055,-0.014,0.020,-0.026,-0.006,1.000,-1.000,120.000,109.000,4376
928675,1,0.105,0.037,-1.018,17.336,-0.519,-0.115,1.000,-1.000,0.043,-0.056,-0.014,0.021,-0.027,-0.006,1.000,-1.000,120.000,109.000,4304
928695,1,0.123,0.036,-1.020,17.710,-0.603,-0.832,1.000,-1.000,0.044,-0.057,-0.015,0.022,-0.028,-0.007,1.000,-1.000,120.000,109.000,4305
928715,1,0.130,0.022,-1.011,18.267,-0.679,-3.809,1.000,-1.000,0.045,-0.057,-0.015,0.023,-0.029,-0.007,1.000,-1.000,120.000,109.000,4308
928735,1,0.115,0.027,-1.011,17.832,-1.092,-3.382,1.000,-1.000,0.045,-0.058,-0.015,0.024,-0.030,-0.007,1.000,-1.000,120.000,109.000,4311
928755,1,0.100,0.027,-1.014,17.122,-1.031,-1.603,1.000,-1.000,0.046,-0.058,-0.015,0.025,-0.032,-0.008,1.000,-1.000,120.000,109.000,4309
928775,1,0.108,0.028,-1.009,16.832,-0.710,-0.748,1.000,-1.000,0.046,-0.058,-0.015,0.026,-0.033,-0.008,1.000,-1.000,120.000,109.000,4308
928796,1,0.126,0.015,-1.012,16.672,-0.573,-1.275,1.000,-1.000,0.047,-0.059,-0.016,0.027,-0.034,-0.008,1.000,-1.000,120.000,109.000,4305
928816,1,0.130,0.004,-0.998,16.550,-1.145,-3.008,1.000,-1.000,0.047,-0.059,-0.016,0.028,-0.035,-0.009,1.000,-1.000,120.000,109.000,4316
928836,1,0.109,0.011,-1.008,16.511,-1.550,-5.916,1.000,-1.000,0.048,-0.060,-0.016,0.029,-0.036,-0.009,1.000,-1.000,120.000,109.000,4308
928856,1,0.110,0.043,-0.997,16.817,-1.344,-9.122,1.000,-1.000,0.048,-0.060,-0.016,0.030,-0.038,-0.009,1.000,-1.000,120.000,109.000,4305
928876,1,0.107,0.066,-0.994,16.183,-2.237,-5.237,1.000,-1.000,0.049,-0.061,-0.016,0.031,-0.039,-0.010,1.000,-1.000,120.000,109.000,4302
928896,1,0.109,0.101,-0.995,16.313,-3.000,-3.580,1.000,-1.000,0.049,-0.061,-0.016,0.032,-0.040,-0.010,1.000,-1.000,120.000,109.000,4342
928916,1,0.085,0.130,-1.015,18.221,-2.115,-2.069,1.000,-1.000,0.049,-0.061,-0.016,0.033,-0.041,-0.010,1.000,-1.000,120.000,109.000,4309
928936,1,0.078,0.143,-1.018,19.878,-1.489,-0.298,1.000,-1.000,0.050,-0.061,-0.016,0.034,-0.042,-0.011,1.000,-1.000,120.000,109.000,4309
928957,1,0.065,0.136,-1.023,21.672,-0.947,0.122,1.000,-1.000,0.050,-0.061,-0.016,0.035,-0.044,-0.011,1.000,-1.000,120.000,109.000,4534
928977,1,0.066,0.104,-1.005,23.137,-0.641,0.244,1.000,-1.000,0.050,-0.060,-0.017,0.036,-0.045,-0.011,1.000,-1.000,120.000,109.000,4496
928996,1,0.059,0.078,-1.010,23.794,0.366,0.779,1.000,-1.000,0.050,-0.060,-0.017,0.037,-0.046,-0.012,1.000,-1.000,120.000,109.000,4362
929017,1,0.078,0.050,-1.018,23.725,0.947,3.565,1.000,-1.000,0.050,-0.059,-0.017,0.038,-0.047,-0.012,1.000,-1.000,120.000,109.000,4469
929037,1,0.074,0.020,-1.021,23.191,1.466,2.328,1.000,-1.000,0.050,-0.059,-0.017,0.039,-0.048,-0.012,1.000,-1.000,120.000,109.000,4314
929057,1,0.085,0.004,-1.024,22.382,1.893,2.168,1.000,-1.000,0.050,-0.059,-0.017,0.040,-0.050,-0.013,1.000,-1.000,120.000,109.000,4306
929077,1,0.096,0.008,-1.009,21.679,2.206,-0.344,1.000,-1.000,0.050,-0.059,-0.017,0.041,-0.051,-0.013,1.000,-1.000,120.000,109.000,4839
929097,1,0.098,0.021,-1.010,20.740,1.901,-0.786,1.000,-1.000,0.050,-0.058,-0.017,0.042,-0.052,-0.013,1.000,-1.000,120.000,109.000,4304
929117,1,0.104,0.049,-1.003,20.771,1.847,-0.626,1.000,-1.000,0.026,-0.030,-0.009,0.042,-0.053,-0.013,1.000,-1.000,120.000,109.000,4306
929137,1,0.106,0.069,-1.013,20.779,1.588,-0.435,1.000,-1.000,0.014,-0.016,-0.005,0.042,-0.053,-0.014,1.000,-1.000,120.000,109.000,4389
929157,1,0.119,0.078,-1.016,21.382,1.313,-0.053,1.000,-1.000,0.008,-0.009,-0.003,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4303
929177,1,0.108,0.080,-0.995,21.893,0.641,-0.435,1.000,-1.000,0.005,-0.005,-0.002,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4308
929197,1,0.105,0.075,-1.020,22.489,0.305,-0.137,1.000,-1.000,0.004,-0.004,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4333
929217,1,0.115,0.071,-1.005,22.748,-0.038,-0.366,1.000,-1.000,0.003,-0.003,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4309
929238,1,0.102,0.045,-1.017,23.008,-0.160,-0.191,1.000,-1.000,0.003,-0.002,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4303
929258,1,0.086,0.030,-1.013,22.634,-0.458,-0.260,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4353
929278,1,0.081,0.021,-1.019,21.939,0.221,-0.313,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4305
929298,1,0.092,0.029,-1.014,21.481,0.573,-0.489,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.053,-0.014,1.000,-1.000,120.000,109.000,4305
929318,1,0.085,0.045,-1.004,21.275,0.588,-0.710,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4304
929338,1,0.080,0.057,-1.018,21.176,0.870,-0.305,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4306
929358,1,0.076,0.077,-1.016,21.527,1.282,-0.191,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4426
929378,1,0.084,0.071,-1.012,22.008,1.656,-0.344,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4306
929398,1,0.103,0.074,-1.004,22.786,1.931,-0.382,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4339
929418,1,0.104,0.066,-1.008,23.023,1.809,-0.122,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4312
929438,1,0.111,0.052,-1.002,23.214,1.588,-0.023,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4413
929458,1,0.120,0.021,-1.015,22.847,0.832,-0.069,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4386
929478,1,0.102,-0.002,-1.008,21.710,0.725,0.008,1.000,-1.000,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-1.000,120.000,109.000,4308
929499,1,0.099,0.000,-1.016,19.985,0.252,3.832,1.000,-0.972,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-0.972,120.000,107.000,4310
929519,1,0.119,0.002,-1.021,18.481,-0.313,5.038,1.000,-0.689,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-0.689,120.000,105.000,4532
929539,1,0.118,0.057,-1.008,18.542,-0.817,0.595,1.000,-0.934,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-0.934,120.000,103.000,4308
929559,1,0.095,0.099,-1.011,19.000,-1.076,2.626,1.000,-0.873,0.002,-0.002,-0.001,0.043,-0.054,-0.014,1.000,-0.873,120.000,101.000,4520
929579,1,0.096,0.136,-0.936,20.321,-5.115,7.542,1.000,0.409,0.002,-0.002,-0.001,0.044,-0.054,-0.014,1.000,0.409,120.000,99.000,4316
929609,1,0.062,0.110,-0.968,24.137,-7.267,4.008,0.660,1.000,0.002,-0.002,-0.001,0.044,-0.054,-0.014,0.660,1.000,118.000,97.000,4305
929629,1,0.051,-0.038,-1.195,28.870,1.557,-2.679,1.000,-0.131,0.002,-0.002,-0.001,0.044,-0.054,-0.014,1.000,-0.131,120.000,95.000,4308
929639,1,0.021,0.052,-1.284,28.542,10.687,-8.275,1.000,-0.447,0.002,-0.002,-0.001,0.044,-0.054,-0.014,1.000,-0.447,120.000,95.000,4559
929659,1,0.087,-0.024,-1.116,24.878,7.611,-9.443,1.000,-1.000,0.003,-0.003,-0.003,0.044,-0.054,-0.014,1.000,-1.000,120.000,97.000,4307
929679,1,0.035,0.033,-1.050,23.130,3.992,-4.290,1.000,-1.000,0.004,-0.004,-0.004,0.044,-0.054,-0.014,1.000,-1.000,120.000,99.000,4304
929699,1,0.076,0.048,-0.867,20.603,-3.000,-1.664,1.000,-1.000,0.004,-0.005,-0.005,0.044,-0.054,-0.014,1.000,-1.000,120.000,101.000,4305
929719,1,0.092,0.078,-0.915,21.153,-2.847,-1.985,1.000,-1.000,0.005,-0.006,-0.006,0.044,-0.055,-0.014,1.000,-1.000,120.000,103.000,4306
929740,1,0.073,0.083,-0.977,21.977,-2.481,-2.206,1.000,-1.000,0.006,-0.007,-0.006,0.044,-0.055,-0.015,1.000,-1.000,120.000,105.000,4369
929760,1,0.069,0.068,-1.052,22.328,1.458,0.275,1.000,-1.000,0.006,-0.008,-0.007,0.044,-0.055,-0.015,1.000,-1.000,120.000,107.000,4308
929780,1,0.087,0.055,-1.041,22.656,3.763,0.626,1.000,-1.000,0.007,-0.009,-0.007,0.044,-0.055,-0.015,1.000,-1.000,120.000,109.000,4309
929799,1,0.094,0.057,-0.990,23.107,2.084,1.015,1.000,-1.000,0.008,-0.010,-0.008,0.045,-0.055,-0.015,1.000,-1.000,120.000,109.000,4311
929820,1,0.085,0.032,-1.029,22.985,2.847,-0.679,1.000,-1.000,0.008,-0.011,-0.008,0.045,-0.056,-0.015,1.000,-1.000,120.000,109.000,4305
929840,1,0.090,0.040,-0.981,22.748,1.084,-0.344,1.000,-1.000,0.009,-0.012,-0.009,0.045,-0.056,-0.015,1.000,-1.000,120.000,109.000,4314
929860,1,0.110,0.023,-1.016,22.359,0.802,-0.733,1.000,-1.000,0.009,-0.013,-0.009,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4309
929880,1,0.114,0.019,-1.018,21.435,0.809,-0.351,1.000,-1.000,0.006,-0.007,-0.005,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4311
929900,1,0.101,0.033,-1.025,21.107,0.985,-0.679,1.000,-1.000,0.004,-0.005,-0.003,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4322
929920,1,0.109,0.059,-1.016,21.038,1.046,-0.344,1.000,-1.000,0.003,-0.004,-0.002,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4305
929940,1,0.105,0.075,-1.016,21.740,0.412,-0.366,1.000,-1.000,0.002,-0.003,-0.002,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4306
929960,1,0.087,0.073,-1.015,22.176,0.374,-0.313,1.000,-1.000,0.002,-0.002,-0.001,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4306
929980,1,0.070,0.061,-1.013,22.206,0.847,-0.176,1.000,-1.000,0.002,-0.002,-0.001,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4305
930000,1,0.077,0.052,-1.002,22.206,0.557,-0.305,1.000,-1.000,0.002,-0.002,-0.001,0.045,-0.056,-0.016,1.000,-1.000,120.000,109.000,4304
930020,1,0.089,0.063,-0.998,22.473,0.924,-0.130,1.000,-1.000,0.002,-0.002,-0.001,0.045,-0.057,-0.016,1.000,-1.000,120.000,109.000,4309
930041,1,0.100,0.066,-1.008,23.176,0.504,-0.458,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,109.000,4581
930060,1,0.100,0.059,-1.010,23.221,0.305,-0.191,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,109.000,4309
930080,1,0.094,0.056,-1.008,23.214,0.321,1.229,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,109.000,4331
930101,1,0.094,0.062,-1.010,22.221,0.725,7.160,1.000,-0.595,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-0.595,120.000,107.000,4317
930121,1,0.092,0.063,-1.007,22.511,0.214,8.015,1.000,-0.099,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-0.099,120.000,105.000,4305
930141,1,0.108,0.028,-0.988,23.053,-0.885,2.672,1.000,-0.297,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-0.297,120.000,103.000,4303
930161,1,0.152,0.048,-0.922,22.427,-3.031,5.817,1.000,0.373,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,0.373,120.000,101.000,4305
930181,1,0.126,0.073,-0.906,21.542,-5.550,11.702,1.000,1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,1.000,120.000,99.000,4306
930211,1,0.144,0.034,-0.860,20.969,-7.802,13.786,0.480,1.000,0.002,-0.002,-0.000,0.046,-0.057,-0.016,0.480,1.000,118.000,97.000,4304
930232,1,0.103,0.036,-0.971,22.481,-9.198,1.374,-0.430,1.000,0.002,-0.002,0.000,0.046,-0.057,-0.016,-0.430,1.000,116.000,95.000,4524
930251,1,0.038,0.050,-1.051,22.779,-5.473,0.550,-0.152,0.898,0.002,-0.002,0.000,0.046,-0.057,-0.016,-0.152,0.898,114.000,95.000,4309
930261,1,0.018,0.035,-1.046,23.450,1.008,0.282,1.000,0.103,0.002,-0.002,0.000,0.046,-0.057,-0.016,1.000,0.103,116.000,95.000,4312
930281,1,0.044,0.037,-1.113,22.908,2.008,1.840,1.000,-0.549,0.002,-0.002,-0.000,0.046,-0.057,-0.016,1.000,-0.549,118.000,95.000,4429
930301,1,0.042,0.028,-1.076,22.115,3.802,2.832,1.000,-0.908,0.002,-0.002,-0.000,0.046,-0.057,-0.016,1.000,-0.908,120.000,95.000,4303
930321,1,0.038,0.022,-1.061,21.870,2.611,1.244,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,97.000,4309
930342,1,0.053,0.057,-1.008,21.534,1.458,0.565,1.000,-1.000,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,99.000,4523
930362,1,0.038,0.072,-1.054,21.733,3.214,3.061,1.000,-1.000,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,101.000,4307
930382,1,0.070,0.064,-1.010,21.939,2.969,4.565,1.000,-1.000,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,103.000,4386
930402,1,0.102,0.052,-0.961,22.298,0.924,5.603,1.000,-0.812,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-0.812,120.000,101.000,4303
930422,1,0.096,0.046,-0.988,22.366,-0.038,4.481,1.000,-0.717,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-0.717,120.000,99.000,4306
930442,1,0.124,0.027,-1.001,22.863,0.076,0.756,1.000,-1.000,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,101.000,4304
930462,1,0.124,0.025,-1.033,22.366,0.298,0.916,1.000,-1.000,0.001,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,103.000,4305
930482,1,0.089,0.037,-1.038,22.130,0.198,0.817,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.057,-0.016,1.000,-1.000,120.000,105.000,4386
930502,1,0.093,0.030,-1.022,21.649,-0.076,1.496,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.058,-0.016,1.000,-1.000,120.000,107.000,4307
930522,1,0.092,0.023,-0.996,21.794,-0.855,-0.649,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.058,-0.016,1.000,-1.000,120.000,109.000,4304
930542,1,0.071,0.011,-1.007,21.573,-0.740,-2.191,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.058,-0.016,1.000,-1.000,120.000,109.000,4309
930562,1,0.025,0.048,-1.052,21.160,-1.275,-1.344,1.000,-1.000,0.002,-0.002,-0.001,0.046,-0.058,-0.016,1.000,-1.000,120.000,109.000,4312
930582,1,0.046,0.048,-1.054,21.481,3.397,-0.290,1.000,-1.000,0.002,-0.003,-0.001,0.046,-0.058,-0.016,1.000,-1.000,120.000,109.000,4309
930602,1,0.065,0.037,-1.021,21.328,2.611,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4307
930622,1,0.089,0.050,-0.994,21.153,2.061,-0.198,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4308
930643,1,0.101,0.068,-0.992,21.221,0.916,-0.473,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4306
930663,1,0.116,0.086,-0.986,22.229,0.069,-0.244,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4304
930683,1,0.105,0.078,-1.003,22.947,-0.603,-0.344,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4305
930703,1,0.087,0.061,-1.015,23.595,-0.321,-0.405,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4330
930723,1,0.072,0.032,-1.010,23.450,-0.053,-0.221,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.016,1.000,-1.000,120.000,109.000,4307
930743,1,0.060,0.020,-1.018,22.954,0.336,-0.336,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4308
930763,1,0.057,0.019,-1.011,22.405,0.649,-0.305,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4308
930783,1,0.058,0.020,-1.007,21.847,1.176,-0.519,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4308
930804,1,0.067,0.032,-1.014,21.550,1.450,-0.374,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4307
930824,1,0.082,0.037,-1.007,21.359,1.489,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4305
930844,1,0.097,0.045,-1.003,21.359,1.611,-0.221,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4314
930864,1,0.099,0.048,-1.000,21.481,0.863,-0.374,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4309
930884,1,0.106,0.049,-1.014,21.534,0.641,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4303
930904,1,0.091,0.052,-1.005,21.969,0.527,-0.305,1.000,-1.000,0.002,-0.002,-0.001,0.047,-0.058,-0.017,1.000,-1.000,120.000,109.000,4304
